mirna,A1CF,AAK1,ABCA1,ABCE1,ABCG4,ABHD17C,ABL2,ABR,ACBD5,ACKR2,ACOX1,ACSL4,ACVR1C,ACVR2B,ADAM11,ADAMTS2,ADAMTS3,ADAMTS5,ADAMTSL3,ADD3,ADRB1,AFF1,AFF4,AHCYL2,AHR,AKAP13,AKIRIN1,AKR1D1,AKT3,AKTIP,ALDH1L2,ALDH6A1,AMMECR1L,ANGPTL3,ANKIB1,ANKRD44,ANKRD52,ANKUB1,ANO3,AP1G1,APLN,APOBEC3F,AQP9,ARAP2,ARF6,ARFGEF1,ARFIP1,ARHGAP12,ARHGAP6,ARHGEF26,ARID1A,ARID2,ARID4B,ARIH1,ARL2,ARL3,ATG14,ATG16L1,ATG9A,ATL3,ATMIN,ATP13A4,ATP1B1,ATP6V0A2,ATXN1,ATXN1L,ATXN7,ATXN7L1,AXIN2,AZIN1,B3GALT2,BACH1,BACH2,BBX,BCL11B,BEND3,BEND4,BEX3,BICC1,BMP3,BMPR2,BNIP2,BRMS1L,BTAF1,BTBD1,BTBD3,BTG2,BTRC,C11ORF96,C21ORF91,C2CD2,C2CD5,C2ORF42,CACNA1C,CACNA1E,CACUL1,CADM2,CAMSAP1,CAMSAP2,CAMTA1,CASK,CBX5,CBX7,CCDC6,CCDC88A,CCND1,CCND2,CCNE1,CCNJ,CCNL1,CCNT2,CD300E,CD3EAP,CD69,CDC42BPA,CDCA4,CDK16,CDKN2C,CDON,CDS1,CDYL,CELF3,CEP350,CEP68,CEP97,CFL2,CHIC1,CHST1,CLCC1,CLCN3,CLIP1,CLIP4,CLOCK,CLSPN,CNOT6L,CNTFR,CNTLN,CNTN1,COL19A1,CPEB1,CPEB2,CPEB3,CREB1,CREB5,CREBRF,CSMD1,CYB561A3,CYP1A2,CYP20A1,CYP26B1,DAB2,DBT,DCAF6,DCLK1,DCUN1D4,DDX3X,DENND1B,DESI1,DLEU7,DLG5,DLGAP1,DLL1,DMD,DMPK,DMXL2,DNAJA2,DNAJB4,DNAJB9,DNAJC27,DNAL1,DOCK7,DOCK9,DSEL,DTNA,DYNC1LI2,E2F1,E2F5,E2F8,EDEM1,EDIL3,EFCAB14,EFR3A,EHF,EIF4B,EIF5A2,ELK4,ELMOD1,ELMOD2,EMSY,ENPP1,ENPP5,EPHA4,EPHA5,EPHB2,EPM2AIP1,ESR1,EVA1A,EYA1,EYA4,EZH1,FAM129A,FAM135A,FAM156A,FAM156B,FAM160B1,FAM167A,FAM43A,FAM45A,FAM76A,FASN,FAT4,FBN1,FBN2,FBXL5,FBXO21,FBXW7,FCGR1B,FCHO2,FEM1B,FGD4,FGD6,FGF2,FGF7,FIGN,FKBP1B,FLI1,FLOT2,FMR1,FN1,FNDC3A,FNIP1,FNIP2,FOXA3,FOXJ3,FRMD6,FRS2,FSCN1,FSD1L,FUCA2,FUT9,FYCO1,FZD6,G3BP2,GAB1,GABRA1,GAREM1,GATC,GCC2,GIGYF1,GLIS3,GLRA1,GLS,GNS,GOLGA3,GPAM,GPD1L,GPI,GPN3,GPR137C,GPR180,GPR22,GPR6,GPR63,GRIA2,GRIA4,GRIN2D,GRM7,GRSF1,GTF2A1,GXYLT1,HAUS5,HBP1,HCFC2,HCN3,HEATR1,HIPK3,HNRNPR,HOOK1,HOXA5,HPSE,HSPA8,HTR2A,HTRA3,IBA57,IGFBP5,IL2,IMPAD1,IMPDH1,INO80D,IPO7,IRAK1,IRF2BP2,ITGA4,ITGAV,ITGB8,ITM2B,ITPRIPL2,IVNS1ABP,JADE3,JAK2,JARID2,KBTBD8,KCNA4,KCNB1,KCNJ2,KCNK10,KCNK2,KCNQ5,KDM5B,KDM7A,KDSR,KIAA0232,KIAA0513,KIAA1109,KIAA1522,KIF13A,KIF1B,KIF23,KIF2A,KIF3A,KIF5C,KLF4,KLHL14,KLHL28,KLHL42,KLK4,KMT2A,KMT2B,KMT2C,KPNA3,KPNA4,KPNA6,LAPTM4A,LARP4,LGALSL,LGR4,LHFPL2,LIN7A,LONRF1,LPP,LRIG1,LRIG3,LRP2,LRRC8C,LRTOMT,LSM11,LURAP1L,LUZP1,MAB21L3,MAFB,MAMSTR,MAN2A1,MANEA,MAP2K4,MAP3K2,MAP3K4,MAPK6,MAPK8,MBNL2,MBNL3,MBTD1,MCM4,MDFIC,MDM2,MDM4,MED12L,MEF2A,MEFV,MET,MFSD8,MGAT4A,MKRN1,MMD,MMGT1,MOB3B,MORC3,MOXD1,MPP2,MPZL2,MRTFA,MRTFB,MSI2,MTFMT,MTMR2,MTMR3,MTPAP,MYB,MYCBP2,MYCN,MYEF2,MYLK3,MYO1B,MYO5A,MYO5C,MYO6,MYRF,MYT1L,NAA15,NAA40,NABP1,NACC2,NAPEPLD,NAV1,NAV3,NCKAP5,NCOA3,NECTIN1,NEFM,NEK7,NEXMIF,NF2,NFAT5,NFE2L2,NKX3-1,NOL9,NOVA1,NOX4,NPAS2,NPAT,NPTX1,NR2C2,NRK,NSF,NTRK2,NUAK1,NUDT19,NUP50,NWD2,OLFML3,ONECUT2,OPRM1,OSBPL3,OSBPL8,OXR1,PACS1,PAIP1,PAN3,PAPPA,PATJ,PATL1,PDCD1LG2,PDE3A,PDE5A,PDS5A,PDS5B,PGAP1,PHF19,PHLPP2,PHTF2,PICALM,PIGR,PIK3CA,PIKFYVE,PISD,PKD2,PKIA,PKP4,PLAG1,PLCL2,PLEKHA3,PLEKHJ1,PLK2,PLPPR1,PLXNA4,PMEPA1,POGK,POGZ,POU2F1,POU2F2,POU3F4,PPIP5K2,PPM1E,PPP1CB,PPP1R11,PPP1R12A,PPP2R5E,PPP3CA,PPP4R2,PRELID2,PROX1,PRR3,PRTG,PTAR1,PTBP3,PTPN4,PTPN9,PTPRD,PTPRJ,PUM2,RAB11FIP2,RAB21,RAB22A,RAB23,RAB27B,RAB3C,RAB8B,RAD52,RAP1GDS1,RARB,RARG,RASGEF1B,RASGRF2,RASSF8,RBMS3,RECK,REEP3,REL,REPS2,REST,RFX3,RGL1,RGPD4,RGPD5,RGPD6,RGPD8,RHOA,RIC1,RICTOR,RIMKLB,RIMS4,RIN2,RLF,RLIM,RMND5A,RNF11,RNF128,RNF139,RNF144B,RNF217,RNF38,RORA,RPL15,RPRD1B,RPS6KA5,RRAGD,RRAS,RTCA,RUFY2,RUNX1,S1PR1,S1PR2,SACS,SAMD12,SAR1B,SATB2,SBF2,SCAI,SCD,SCD5,SCN2B,SCN8A,SDE2,SDK2,SEC23IP,SEC24C,SECISBP2L,SELENOT,SEMA3A,SEMA4C,SEMA6A,SERF1A,SERF1B,SESN3,SETD5,SGIP1,SGK1,SGPP2,SHANK1,SHANK3,SHOC2,SIPA1L2,SKA1,SKIDA1,SKIL,SLC11A2,SLC12A2,SLC12A5,SLC13A3,SLC16A7,SLC17A6,SLC20A2,SLC24A2,SLC24A3,SLC24A4,SLC35E2A,SLC35F1,SLC38A11,SLC40A1,SLC4A4,SLC5A12,SLC7A11,SLC9A6,SLITRK4,SMAD3,SMAD5,SOS1,SOX6,SPACA9,SPAG9,SPATA2,SPATA5,SPATS2L,SPC24,SPP1,SPRED1,SPRY4,SPRYD3,SPSB4,SPTSSA,SRBD1,SREK1,SRGAP1,SRGAP2,SRSF2,SS18,SSH2,SSR1,SSTR1,SSX2IP,ST6GAL2,ST6GALNAC3,ST8SIA4,STC1,STK10,STK17B,STOX2,STXBP6,SUPT7L,SUSD5,SYN2,SYNJ1,SYT1,TAB3,TADA2B,TAF8,TAOK1,TBC1D1,TBC1D20,TBC1D4,TBC1D9,TBL1XR1,TBR1,TEK,TENM1,TENT4B,TESMIN,TET2,TFAP2A,TFB1M,TGIF2,TGS1,THAP1,THSD7A,TJP1,TLK1,TLNRD1,TMBIM6,TMCC1,TMEM100,TMEM106B,TMEM120B,TMEM170B,TMEM33,TMEM94,TMF1,TNFAIP8,TNKS,TNPO1,TNRC6B,TOGARAM1,TOR1AIP2,TOX3,TPM3,TRAF3IP2,TRAF6,TRAPPC2,TRIM13,TRIM2,TRIM33,TRIM71,TRIP10,TRIP11,TRMT13,TRMT9B,TRPV3,TSC1,TSHZ3,TXLNG,TXNIP,UBE2B,UBE2D1,UBE2H,UBE2K,UBE2Q1,UBE2V1,UBE4B,UBN2,UBR3,UGP2,UHMK1,UNC80,UPP2,UQCC3,USP28,USP3,USP33,USP42,USP46,VAMP2,VANGL1,VASH1,VASH2,VHL,VIP,VKORC1L1,VLDLR,WDR55,WEE1,WNK3,WWC2,XYLT1,ZBTB18,ZBTB3,ZBTB34,ZBTB4,ZBTB44,ZBTB46,ZC3H12B,ZC3H13,ZC3H6,ZC4H2,ZCCHC8,ZDHHC7,ZFC3H1,ZFHX3,ZFP14,ZFP36L1,ZFP36L2,ZFP90,ZFX,ZFYVE26,ZFYVE9,ZIC3,ZMYND11,ZNF217,ZNF22,ZNF268,ZNF367,ZNF37A,ZNF426,ZNF439,ZNF486,ZNF490,ZNF512B,ZNF559,ZNF578,ZNF587,ZNF594,ZNF597,ZNF600,ZNF652,ZNF704,ZNF780A,ZNF780B,ZNF781,ZNF785,ZNF800,ZNF805,ZNF814,ZNF816-ZNF321P,ZNF827,ZNF839,ZNF844,ZNF845,ZNF850,ZNF98,ZNFX1,ZNRF3,ZXDA,DIAGNOSTIC_POSITIVE
hsa-mir-1250,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
hsa-mir-143,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
hsa-mir-144,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
hsa-mir-145,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
hsa-mir-146a,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
